,Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
148791,19-24,Migraine Headache,7/26/2009,sumatriptan succinate,7741,1,2,It hardly works and has an instant nasty after taste that stays for too long,1,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148792,55-64,Migraine Headache,7/18/2009,sumatriptan succinate,7741,5,5, ,5,Male,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148793,45-54,Migraine Headache,6/17/2009,sumatriptan succinate,7741,5,5, ,5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148794,19-24,Migraine Headache,4/28/2009,sumatriptan succinate,7741,5,1,"I still have massive migraines that start on the right side of my head and stays with me for now 4 days. Although the migraine isn't constant, I've taken this medication and it hasn't worked for me.",1,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148795,19-24,Migraine Headache,4/22/2009,sumatriptan succinate,7741,2,1,I have suffered sever pressure headaches for several years. Advil and Tylenol worked to relive pain but after 6 years it quit working. I turned to the Doctors that gave me this drug. It would instantly take the migraine away but would come back twice as worse within a few hours. I would have to take up to 5 a day to make it through each day.  ,1,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",1
148796,25-34,Migraine Headache,4/17/2009,sumatriptan succinate,7741,3,5,It helps alot with the migraine headaches but i think i have the worsed side effect from it it makes my whole body so sore about 20-30 mins after and it feels like my throat is closing on me its hard to swallow and my chest is sore but they just tried me on that maxalt and it did the same thing but it start till like 6 months ago and it just seems to get worse i have just been trying to ignore it but i think it is at the worsed now,3,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",5
148797,35-44,Other,2/17/2009,sumatriptan succinate,7741,5,4,"Dr. prescribed this med for abdominal pain (after surgery, underlying cause still unknown).  I have tried many different things, and this really takes the edge off & helps me function.  ",4,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148798,65-74,Migraine Headache,2/2/2009,sumatriptan succinate,7741,5,5,"Suffered with migraine headaches for years!  Often times they would last for days and I would vomit numerous times.  This drug is wonderful!  I've used it now for about 5 years and I wouldn't be caught without having it on hand/in my purse.  As I age, the headaches are becoming fewer - the only advantage I've found so far about growing older!",5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",5
148799,25-34,Migraine Headache,1/6/2009,sumatriptan succinate,7741,4,5, ,5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148800,45-54,Other,12/26/2008,sumatriptan succinate,7741,5,4,So far so good. I was just diagnosed with Cluster Headaches. I took one tab 20 minutes ago and the headache is gone. We will see if it does the trick. These headaches have made it impossible for me to work.,5,Male,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",4
148801,55-64,Migraine Headache,12/23/2008,sumatriptan succinate,7741,4,4,"I have used this drug for about one year now, it almost always help. Sometimes I may need two (must wait two hours between tablets) but one if taken early on will stop the migraine, with no side effects, sometimes two may cause mild side effects.
For me, this this medication is a great help untill I used it a migraine would knock me out for hours.",4,Male,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",4
148802,35-44,Migraine Headache,12/22/2008,sumatriptan succinate,7741,5,5,"This medicine is back-up when my Maxalt doesn't work fr a migraine.  When I took it, it helped ease the pain very quickly.  I would recommend it.",5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",3
148803,45-54,Migraine Headache,12/17/2008,sumatriptan succinate,7741,5,5,"Sumatriptan is magic, take it at the onset and 20 minutes later you're good-to-go.  Have used Imitrex/Sumatpriptan for 2 years.",5,Male,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",4
148804,19-24,Migraine Headache,11/25/2008,sumatriptan succinate,7741,3,2,The tablet disolved as soon as I put it in my mouth and gave off a terrible after taste which made me vomit even more. It made me extremely tired and dizzy for days after the migraine had subsided. I wouldnt recommend it. ,1,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",3
148805,35-44,Migraine Headache,8/8/2008,sumatriptan succinate,7741,5,5, ,4,Male,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
