,Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
355513,55-64,Nerve Pain,10/26/2008,carbamazepine,1493,4,5, ,4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
355530, ,Facial Nerve Pain,10/20/2008,carbamazepine,1493,5,3,I have relapses.  It's like my body has become immune to how much I'm taking,3, ,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",7
355552,65-74,Facial Nerve Pain,10/14/2008,carbamazepine,1493,4,4,Have experienced continual diarrhea since being on the medication.,3,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",4
355572,25-34,Mania associated with Bipolar Disorder,10/12/2008,carbamazepine,1493,4,5,this  has  helped  me,4, ,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",3
355573,45-54,Facial Nerve Pain,9/23/2008,carbamazepine,1493,1,1,"Side effects, for me, included a threefold increase of the very symptoms it was supposed to qwell with continual recurrences for the duration of that particular dose (200MG Tab)lasting about ten hours with one episode/45min and a lull of about 10-15 min before the next. ""Onsets"" were non-existant. The medication seemed to be elevating and perpetuating existing symptoms. The medication was easy to ingest and Very Hard to tolerate. Hot Water Bottle or Ice Pack in hand, vertually all possible negative side affects were a part of these sessions. Trigeminal Neuralgia has been coined the ""Suicude Disease."" I consider myself ""fortunate"" here in that I characterize my experiences as a 9+ on the threshold and give a credit of 10 (IF that is the absolute max) to Cluster HA's. There is a history of lower limb reconcstructive surgeries to which I might attribute ""some"" number(s) but am at a loss to do so given environmental variables such as frequency and duration, as would be the case with any of the above in association with the other.

With both TN and Cluster HA's it has been my experience during the periodical adventures that doctors are quite willing to provide a script and say ""See me in X weeks."" Quite often it has already been X days or weeks that things have been progressing; On the floor, in tears, and absolutely helpless! If the Doctors writing the scripts had the opportunity to live in the patients shoes for 24 hours they might not be so casual about treating them as guinea pigs and realize some empathy toward what dehumanizing and painful experiences the patient has been goin through. Trial and error meds shouldn't be the first item on the MD's protocol. HEY DOC! This crap hurts - right here - right NOW. Good Luck Folks. ",1,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",15
355592,55-64,Nerve Pain,9/22/2008,carbamazepine,1493,5,3, ,4,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355611,55-64,Other,9/7/2008,carbamazepine,1493,5,5,Can you tell me if this medication can cause chronic diarhea?,4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
355612,45-54,Other,9/5/2008,carbamazepine,1493,1,1,"got this treatment for burning feet but since using this i loss my hair. is this normal. did not stop the burning feet,worse if any.",1,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",3
355627,55-64,Bipolar I Disorder with Most Recent Episode Mixed,7/27/2008,carbamazepine,1493,5,4,"Very few side effects,snapped me out of a manic episode.",4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",6
355641,25-34,Convulsive Seizures,7/7/2008,carbamazepine,1493,5,5,"this is a wondr drug for me!!  i was way out of control, acting out, swearing and cussing and anything or anyone.  maic behaver lasted up to 5 days sometimes with no sleep... now no more racing thoughts, lower anger and thoughts of suicde and depress are gone.  this is one drug i belive in whole hartitly!",5,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",3
355657,35-44,Attention Deficit Disorder with Hyperactivity,6/21/2008,carbamazepine,1493,2,3, ,1,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
355672,35-44,Other,6/15/2008,carbamazepine,1493,4,3,I'M TAKEN THIS FOR MOOD SWINGIT IS HELPING SOME.,4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
355685, ,Nerve Pain,5/26/2008,carbamazepine,1493,5,3,it works for about 5 to 6 weeks well. then for about 3days to 10 days it dose not.,4,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
355697,25-34,Mental Disorder with Loss of Normal Personality & Reality,4/22/2008,carbamazepine,1493,5,5,"I know the doc said it would take time to start working but I felt better the first week on this.  I don't have exteme up's and down's and I'm not nearly as moody overall to those around me.  I do not have anger outbursts any longer either.  I DO however have serious issues with sleeping.  I can't get to sleep and when I finally do, I can't maintain sleeping.  I wake up nearly every hour or two.  My doc prescribed this medication for bi-polar disorder and so far it is helping that just not my sleep.  Also, MAKE SURE YOU EAT within 10 minutes of taking this one in the morning or you'll get nausia within that time and be sick.  ",4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",13
355706,45-54,Bipolar Disorder in Remission,2/21/2008,carbamazepine,1493,5,3,it seems to help curve some of the ups & downs . more even for longer periods of time,5,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",5
355715,19-24,Other,2/14/2008,carbamazepine,1493,5,4,"This medication works great as a mood stabilizer; however, it has altered my perception of musical pitch. Everything sounds about one semitone lower than it should. I'm a professional musician and I hope that these effects do not last too long.",3,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",4
355725,65-74,Nerve Pain,1/31/2008,carbamazepine,1493,3,2, ,2,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",3
355734,45-54,Facial Nerve Pain,12/13/2007,carbamazepine,1493,5,1, ,1,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",6
355741,19-24,Other,11/15/2007,carbamazepine,1493,5,5,"My doctor prescibed this medication for my bipolar disorder and its helped alot. AT first i was sceptic and we had to get me to therapuic levels, but it has indeed helped.",5,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",6
355750,25-34,Epileptic Seizure,11/1/2007,carbamazepine,1493,3,5,"This medication has been the only anti-convulsant that has kept me seizure free. It is a great drug, though it does upset my stomach. I take the pills with food and the irritation subsides. ",5,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",9
355758,25-34,Epileptic Seizure,10/18/2007,carbamazepine,1493,5,5,To me it the same of any other seizure drug i have taken lucky no side affects that i have seen. ,5,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",3
355767,19-24,Epileptic Seizure,10/13/2007,carbamazepine,1493,5,4,Been taking this for about 13 years and it does it's job for the most part. Needed to add a second medication since this alone did not control the seizures. The only side effect that remains is drowsiness.,4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",8
355768,25-34,Other,9/22/2007,carbamazepine,1493,5,5,"I started using this medication in my early 20's when I had 3 possible seizures.  It has always worked and been easy for me to use. The dose is good.  The one side effect that I DO get is the ""involuntary eye movement.""",5,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",6
