,Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
64126,55-64,Pain,2/6/2010,naproxen,5173,3,3, ,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64130, ,Inflammation of the Sac Surrounding the Joint - Bursitis,2/1/2010,naproxen,5173,5,3,"thank God this medication was taken off the market because it caused my husband to have severe heart palipation when he already had previously had a mild heart attack in his early 50s,he is currently 65 thank God he didnt die and stopped taking this drug!God Bless and he loves you ,Jehovah God.I think we should always pray and LOVE on another!!!.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64134,55-64,Gout,1/31/2010,naproxen,5173,2,2,"It hasn't really provided any relief for my condition, and I am concerned because I have a history of bleeding ulcers.",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64138,55-64,Inflammation of the Sac Surrounding the Joint - Bursitis,1/31/2010,naproxen,5173,3,3,"I have had severe stomach pain that flows down into my thighs, kinda of line a cramp that lasts for a minute. This only happens at night, it wakes me up.",3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64142,45-54,Inflammation of the Covering of the Tendon,9/4/2009,naproxen,5173,4,4,"i'm not sure if it's this medication but when i took it i couldn't sleep
 ",4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64146,25-34,Pain,8/31/2009,naproxen,5173,2,3,"Took this medication for 3 days and it gave me a bad stomach ache, I always took with food and it still didnt work.  ",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",11
64150,35-44,"Disorder characterized by Stiff, Tender & Painful Muscles",1/30/2010,naproxen,5173,5,3,"I took this medication for 3 years. During that time, I had multiple occurrences of painful bumps on my tongue in the fungiform papillae. I asked my dentist, my allergist and my back doctor what they were and they all said they were nothing but the allergist did suggest they COULD be an allergic reaction but she wasn't sure. I stopped taking all of my back medication and they seemed to stop.

In the last month, I was doing some furniture moving at the beginning of the month and had problems with sciatic pain. I took the naproxen from before and had the same reaction. Stopped taking it, the painful bumps went away. Took a half dose and I have another painful bump. Coincidence?

So, I'm going out on a limb and saying I experienced an unusual allergic reaction to the naproxen.",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64154,65-74,"Disorder characterized by Stiff, Tender & Painful Muscles",1/28/2010,naproxen,5173,5,5,"Naproxen has helped eliminate some inflammation and PAIN in my joints.  Previously, Aleve did a good job but this is much better.  I haven't had any problems with Naproxen.",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64158,55-64,Painful Periods,1/28/2010,naproxen,5173,5,4,how long can u take this drug,5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64162,19-24,Other,1/26/2010,naproxen,5173,3,3,Was effective enough in getting rid of/easing off the pain but I've discovered I'm allergic to it - caused my lip to tingle and itch - then swell like a balloon.  Won't be taking any longer.  Both Midol Extended Release and Aleve had caused this.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64166,45-54,Inflammation of the Covering of the Tendon,1/16/2010,naproxen,5173,5,4,"I had been running regularly and stepped up my game and felt tremendous knee pain.  I thought I had torn my miniscus, but what in fact happened was I had a very swollen bursa sac, diagnosed as arsenine bursitis.  My Dr. prescribed 500mg of Naproxen and within 1 week the pain was relieved and I felt great, however, I noticed my tongue getting swollen, and I broke out with many canker sores on my tongue!  It was actually painful! ",3,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64170,19-24,Painful Periods,1/14/2010,naproxen,5173,4,1,"It only tells you to use one pill for a current amout of hours, but it doesn't have any type of effect. I had to take two pills to calm the pain. Its not strong enough.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64174,35-44,Rheumatoid Arthritis,1/14/2010,naproxen,5173,5,1,Did not work well for me with RA just not strong enough.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64178,0-2,Painful Periods,1/14/2010,naproxen,5173,5,5,"i have no qualms about this prod. i used to load trucks full of the other t product all day,as the relitive of the patient the less stress from using this prod although in a heart patient for im happy the patient did not die from the disease in question
that was terminal.                                      so with out a whole lot of thinking and about 2hrs of brain bleeding in my head from stress decided to discontinue use before the whole less than  250 bottle was used.  so i use old drugs in old and new drugs in old  (powderpaper ) rapper using whats left of their memories of using a drug to heal them",5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64182,75 or over,Rheumatoid Arthritis,1/13/2010,naproxen,5173,3,4, ,3,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64186,35-44,Other,1/10/2010,naproxen,5173,4,3, ,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64190,25-34,Inflammation of the Sac Surrounding the Joint - Bursitis,1/2/2010,naproxen,5173,5,4,IT DOES HELP ME WITH THE PAIN BUT IT DOESN'T TAKE ALL THE PAIN AWAY.,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64194, ,Painful Periods,12/29/2009,naproxen,5173,4,4, ,4, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64198,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",12/27/2009,naproxen,5173,2,4,i use this fot my cervicalspin and shoulder pain ,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64202,65-74,Migraine Headache,12/26/2009,naproxen,5173,5,5,"I started taking this drug 18 yrs ago when I had debilitating headaches. It cured them; haven't had one since. I continued taking it once a day because of the anti-inflamatory properties, as I have arthritis, as well. I stopped taking it last year, only because I've read so much about stomach problems from taking it, especially if you're older. I now take it only when my body's especially achey. Still no headaches. I've never had a side effect from it. My daughter takes it for migraines, but does not take it steadily. I think it's worth a try to take it regularly, for prevention.",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64206,45-54,Pain,12/21/2009,naproxen,5173,5,1,"I took it for lower back pain, and after a couple weeks, it made the palms of my hands itch.  They were also blotchy red.  I think I developed an allergy to it.  And it did't help the pain much. ",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",13
64210,25-34,Rheumatic Disease causing Pain & Stiffness in Backbone,12/5/2009,naproxen,5173,1,1,+this stuff made me sick and then they say its ok and safe they lie this med'scine has all kinds of sign affects what it comes down to do not take this ask alot of questions never let doctor presure you to this kind of meds,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64214,75 or over,Gout,12/5/2009,naproxen,5173,5,1,"This drug was given to me for the Pile, and sever abdominal pain during episodes of explosive diharrea.
After one particularly painful episode, I was debilitated on the floor, and managed to crawl to my naproxen bottle and swallowed 2 or 3 with no relief. I had to inch my way through filth to call 911.
Since that terrible day, I have talk to my doctor, and have found that direct injections of morphine straight into the vein work much, much better. ",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64218,35-44,Joint Damage causing Pain and Loss of Function,12/2/2009,naproxen,5173,1,1,"NAPROXEN GAVE ME HORRIBLE, SHARP STOMACH PAINS AFTER MY SECOND DOSE.  ",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64222,55-64,Pain,11/30/2009,naproxen,5173,5,5,"Three weeks ago I fell 2X playing tennis and wrenched my shoulder, back and neck on one side.  I had a tennis tournament to play and was having alot of shoulder & back pain.  My arm hurt to lift it.  I took one 500 mg. of Naproxen that belonged to my husband.  I played the tennis tourney without a hitch and pain was completely gone for a full 24 hours.  Even 48 hours later, the pain is barely there.  Good stuff and no problems. I have a propensity for stomach problems, so I won't be taking any more Naproxen.",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",10
64226,65-74,Inflammation of the Covering of the Tendon,11/25/2009,naproxen,5173,5,4,"Prescribed for Psoriatic Arthritis and lower back pain. It has worked well, but I,ve gained a lot of weight and have re-occurring sores in my nose. Recently ordered off temporarily for non-related surgery. Pain all came back but not as bad as they used to be. I'll try to last as long as I can with out it.",3,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64230,25-34,Pain,11/20/2009,naproxen,5173,4,2,"I was instructed to take this twice a day in addition to Darvocet for severe low back pain. It helped significantly for the first two weeks, then, I developed a painful nosebleed that continued off-and-on for FOUR DAYS! My nostrils would crust up with scabs until it was difficult to breathe. I would put a Q-Tip in my nostril to make an airway, and the bleeding would immediately resume. I also started very heavy menstration in the middle of my (BC) pill pack. As soon as I stopped the Naproxen the unusual menstration stopped and so did the nosebleed. However I am grappling with nausea, diarrhea, SEVERE abdominal cramping, stomach upset, dry heaves, dizziness and lack of thirst and hunger, despite having horrible dry mouth and sore throat. I have also developed a small blister on my lip, on the same side as the nosebleeds were. This has been a living hell for me. I will NEVER take this medication again! I feel so sick! I always took it with food, as directed. I don't know why all this happened to me. I also have no history of bleeding or kidney issues.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",22
64234,55-64,Pain,11/18/2009,naproxen,5173,3,4,"I have taken naprosin OTC for 2 and 1/2 months for hip pain.  My Dr. perscribed 250 mgs ""as needed""  for hip pain.  Naproxin never gave me any problems, but I always took it with food,  Naproxin was the only thing that helped my pain at all. 
But again it must be taken at the first sign of pain because it is very slow acting in my case,  I drove, and carried on with life as usual with no impairment or pain.",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",11
64238,65-74,Rheumatic Disease causing Pain & Stiffness in Backbone,11/14/2009,naproxen,5173,5,5, ,5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64242,25-34,Pain,11/13/2009,naproxen,5173,5,2,I started taking 500 mg 2 times a day for  tailbone pain .within a week almost all the joints in my body started hurting even my fingers would lock. I do work and hard but it wasnt normal for everything to hurt that bad so I stopped taking them and within 3 days pain went away. tried half a pill a week later for the other issue I have and the joint pain came right back....I will never take these again,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",22
64246,55-64,Pain,11/9/2009,naproxen,5173,5,5,Very pleased! After knee surgery I read about Naproxen and asked my doctor about the side affects.  The risk was minimal and safe when taken with food.  However eating before a dose caused some weight gain.  I recommend Naproxen to anyone not wanting the addictive nature of Vicodin for pain.   ,5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",20
64250,55-64,Gout,11/5/2009,naproxen,5173,5,5,"I started taking Naprelan for gout and I was really surprised at how much it has helped me. I have neuropathy too and it has releived that pain better than anything I have ever taken. It doesn't upset my stomach but I do take Aciphex in the morning. This drug worked a miracle for me.
No side effects.",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64254,45-54,Rheumatoid Arthritis,11/3/2009,naproxen,5173,5,5,I take this medication for my RA I have had nothing but good things to say about this drug I have not had any side effects at all from it and helps me a great deal it lasts alot longer than  Ibuprofen tabs for pain releaf I have to take alot less of this medcatication ,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64258,19-24,Inflammation of the Lining of a Joint,10/31/2009,naproxen,5173,5,4, ,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64262,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",10/30/2009,naproxen,5173,5,4, ,4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64266,45-54,Pain,10/26/2009,naproxen,5173,4,4, ,4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64270,19-24,Painful Periods,10/26/2009,naproxen,5173,4,4,"i have been suffering from painful periods for long. My Doctor prescribed this for the painful periods. I take only a single tablet when it is too painful. The tablet stays effective for the whole day, does not affect my normal day schedule.",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64274,45-54,Joint Damage causing Pain and Loss of Function,10/23/2009,naproxen,5173,4,4, ,3,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64278,35-44,"Disorder characterized by Stiff, Tender & Painful Muscles",10/22/2009,naproxen,5173,5,4,"This is the only OTC medication that has been at all effective with my muscle aches, and lower back pain.  Every person that I have reccomended it to has had better results than other OTC meds",4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64282,25-34,Pain,10/21/2009,naproxen,5173,1,1,DOES ANYONE KNOW if its okay to take this medication if you are allergic to sulfa drugs?? I am and I have kidney problems and I am afraid to start taking it for my broken back!! Please help me if you know!,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
64286,55-64,Inflammation of the Sac Surrounding the Joint - Bursitis,10/20/2009,naproxen,5173,5,5, ,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64290,55-64,Rheumatoid Arthritis,10/20/2009,naproxen,5173,5,3,"With arthritis in my hip resulting in severe pain, I took naproxen for one week 2xday.  After the second week my jaw, and tougne were swelling with pain.  I stopped the drug and the syptoms have gradually disapeared.",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64294,25-34,Migraine Headache,10/18/2009,naproxen,5173,3,3,After taking this prescription for a period of time I no relief in pain. I was taken off this medication about a week after I began it. Just a waste of time for me personally.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64298,25-34,Painful Periods,10/15/2009,naproxen,5173,5,4,takes awhile to kick in but works pretty good,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64302,55-64,Inflammation of the Sac Surrounding the Joint - Bursitis,10/11/2009,naproxen,5173,2,4,"Ya bila dovolna etim preparatom , ,on snimal bol  xorosho , no nachal bolet jeludok i silno, ya chitayu chto dolgo prinimat nelzya etot preparat",4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64306,45-54,Pain,10/10/2009,naproxen,5173,4,4,after taking the medication for about a week on a daily basis (800-1200 mg per day) I developed a bleeding ulcer which put me in the hospital for three days. Very clear symptom of blood (black) in the stool.  I have always liked these class of drugs (NSAID) but now have to find other pain relief medications.  Cannot (will not) take these types ever again. ,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",14
64310,55-64,Pain,10/9/2009,naproxen,5173,5,2,"I had knee surgery and this did not help me at all. I always took  it with crackers , but one day I  vomited blood. that was the first time, and  the last time I  took the meds. Maybe this would not effect everyone like that, but, it did me. Many people I  know had no problms with  it. ",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",12
64314,55-64,Pain,9/30/2009,naproxen,5173,5,5,"Naproxen alleviates any pain as long as I catch the pain before it is full-blown.  Only 2 tablets relieve pain for 12+ hours; I never need to take another dose sooner than 12 hours.  If the pain is not great, I need only 1 tablet.  I always take this med with toast or crackers or other food and it never bothers my stomach or bowels.",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",13
64318,45-54,Pain,9/29/2009,naproxen,5173,2,1,This med did not stop my pain. fter taking for a week I've started bleeding with my bowel movements. I've stopped and bleeding stopped also.,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",15
64322,55-64,Other,9/28/2009,naproxen,5173,5,3,"  I was prescribed naproxen for pain from a
broken arm.  I took it for a month until I got severe stomach pain. The pain decreased after I stopped taking it but it lasted until I went to a GI. He prescribed Nexium which is helping but I still have pain after two months of taking Nexium.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64326,55-64,Migraine Headache,9/28/2009,naproxen,5173,5,3,"Taking this medicine was fine for almost two years, when it brought on ITP. After several trips to the hospital with a blodd platelet count of rom 0-1000, I finally let them take my spleen, against my better judgement. Two months later after taking it for yet another migrane, I was back in emergency with a count of 0, no spleen, and a scar that makes me look like an escapee from an autopsy table.. The first thing I told my Oncologist when he walked into my room, was, ""I told you so.""",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64330,55-64,Rheumatoid Arthritis,9/25/2009,naproxen,5173,1,1,extreme stomach pain with use,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64334,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",9/24/2009,naproxen,5173,5,3, ,4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64338,45-54,Inflammation of the Covering of the Tendon,9/22/2009,naproxen,5173,5,5,"It's a great painkiller, but it gives me strange (but not bad) dreams.",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64342,65-74,Pain,9/21/2009,naproxen,5173,5,5,pain went away within 1/2 hour ,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",8
64346,35-44,Other,9/15/2009,naproxen,5173,1,1,im alleric to this medicine its making me itch,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64350,55-64,Rheumatoid Arthritis,9/14/2009,naproxen,5173,4,4,"I have alot of joint and back pain. To many sports and jumping from airplanes and Helicopters when I was young.  My Knees,ankels,sholders,back and hips hurt so bad one or all will wake me up during the night from pain. Normaly the knees are the first.  If I take 2 250 meg tabs of Naproxen I sleep through the night without being woke up from pain some place. During the day 2 tabs every 8 hours.  ",4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64354,55-64,Pain,9/13/2009,naproxen,5173,2,2, ,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
64358,35-44,Pain,9/12/2009,naproxen,5173,2,3, ,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",5
64362,55-64,Pain,9/6/2009,naproxen,5173,5,5,"I have OA in both knees, this has helped me greatly, but be sure to eat a little something to keep from stomach upset.
I keep toast and/or applesauce handy.",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",11
64366,13-18,Pain,9/5/2009,naproxen,5173,3,1,This made me extremely dizzy and nauseous. I only took it for a few days but stopped after i couldn't function enough to work. It didn't help with the back pain at all so i'm very pissed about this drug. Caused me more problems then it should have. Definitely not going to take this again. ,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",21
64370,65-74,Rheumatic Disease causing Pain & Stiffness in Backbone,9/4/2009,naproxen,5173,3,3, ,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64374,25-34,Migraine Headache,8/27/2009,naproxen,5173,5,5, ,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64378,55-64,Pain,8/26/2009,naproxen,5173,5,5,This medication stopped the stinging and burning in my arms and hands immediately.  I take it with food and have no problems.  It worked better for me than anything I have been given over the past 2 years.,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",14
64382,19-24,Painful Periods,8/21/2009,naproxen,5173,4,3,"I don't know if ""Painful Periods"" is supposed to represent bad menstrual cramps but that is why I was put on the med.  I usually get really bad cramps every month.  This med hasn't taken them away, but it has dulled them some.  It works better than midol and pamprin.",3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64386,19-24,Pain,8/21/2009,naproxen,5173,5,4,I've been taking Naproxen for the last 6 months for lower back pain. It really has helped me. The only drawback is that it has caused me to have an ulcer. It works well for what it's supposed to but be careful.,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",12
64390,0-2,Rheumatoid Arthritis,8/20/2009,naproxen,5173,5,5,"I am writing this for my son who was on this at 2yr old.he had constant leg pain.doctors presribed this for him it took away all the pain,including the the hole it ate in his duodenum.he almost died from this.please be caferful when kids are involved.his was a very rare case,but it can happen.he is lucky to be alive so be careful with the babies.  ",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
64394,35-44,"Disorder characterized by Stiff, Tender & Painful Muscles",8/19/2009,naproxen,5173,2,3, ,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64398,45-54,"Disorder characterized by Stiff, Tender & Painful Muscles",8/16/2009,naproxen,5173,4,1,"does not have any considerable pain relief
when i have a flare up",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64402,55-64,Pain,8/14/2009,naproxen,5173,4,4,itshelpsalittle,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
64406,13-18,Painful Periods,8/14/2009,naproxen,5173,5,1,This is the third time I have been perscribed this drug.  The first time for muscle spasms in my back and it seemed to work fine.  The second time for tendonitis in my knee and again it seemed to work.  However this time around It was perscribed for temporary relief of my dysmenorrhea (painful periods) and It has not helped me whatsoever. This is my second time trying it for my period pain and it hasn't worked either time.  I would take it early in the morning when the pain wakes me up and the pain persists for about 2 hours. And so much for the working for 12 hours I usually feel the pain come back around four or five hours later.  I have lost my trust in Naproxen,2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64410,19-24,Inflammation of the Tendon,8/12/2009,naproxen,5173,1,1,i have a herniated disk and it didnt help at all,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64414,55-64,Joint Damage causing Pain and Loss of Function,8/10/2009,naproxen,5173,3,1,I took this drug for back pain as well as post  surgical for double knee replacement and wanting to cut back on the heavy duty pills. I got NO relief and found myself in the same pain with headaches and upset stomach and mine were coated 500 mg. Not worth it at all stick to your rx pain killers or Tylenol and use ice!,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64418,55-64,Pain,8/10/2009,naproxen,5173,3,3,I have been using this drug for a month.  My hip pain is better but I have developed a blister on my lip.  Have any others had this problem?,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
64422,55-64,Inflammation of the Tendon,8/7/2009,naproxen,5173,1,1,I took this medication as directed by my physician for the first time last night right before bed. It is treatment for plantars fascitis with heel pain. I found that I could not fall asleep. Could the Naproxen (500) cause this?,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64426,25-34,Inflammation of the Lining of a Joint,8/6/2009,naproxen,5173,5,4,"My hip tends to hurt with any movement at any given time. I take 1 Naproxen and by the next day it is gone. I do not take it on a daily basis, just when I need it.",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64430,55-64,Joint Damage causing Pain and Loss of Function,8/3/2009,naproxen,5173,4,3,The medication worked over a period of time to some degree.  I am still experiencing some residual pain when I am in an air conditioned room.  The pain is not as severe as when began taking the medication,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64434,19-24,Other,8/1/2009,naproxen,5173,4,3,Been taking for 3 weeks for rib cartilage inflammation. It seems to slowly be working but my pain was sporadic (so I'm not really sure how well it's decreasing the number of painful moments) but the pain isn't near as intense as before. ,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64438,65-74,Other,7/29/2009,naproxen,5173,5,3,Somewhat effect in reducing pain caused by osto arthritis.  No stomache discomfort as experienced with aspirin.,3,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64442,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",7/28/2009,naproxen,5173,3,1,500 mg's twice a day and it's like I've taken nothing.  Took an extra 500 and I might get a temporary (2 hour) relief from this muscle pain in my right scholder/arm.  Do not recommned if pain is severe.,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64446,45-54,Inflammation of the Tendon,7/26/2009,naproxen,5173,3,3, ,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64450,35-44,Other,7/26/2009,naproxen,5173,4,2,"I was prescribed this medication for a twisted ankle during a football game. I was prescribed this for 8 days 3 tabs a day. One fine day after taking the course, I vomitted with severe loss of blood (leading to tachicardia). If this drug has such a side effect do not understand why it is prescribed.",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64454,25-34,Inflammation of the Sac Surrounding the Joint - Bursitis,7/22/2009,naproxen,5173,5,3,helped with inflammation but not at all with pain relief. also caused stomach problems. ,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64458,45-54,Inflammation of the Tendon,7/22/2009,naproxen,5173,5,5,i only take at night because it makes me sleepy,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64462,45-54,Inflammation of the Lining of a Joint,7/21/2009,naproxen,5173,5,4,My blood pressure has spiked since taking this medication,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64466,75 or over,"Disorder characterized by Stiff, Tender & Painful Muscles",7/20/2009,naproxen,5173,5,5,"""aleve"" has helped me for my neck pain, I am concerned about interference with baby aspirin.....
Please respond
nettiegirlcooks@cs.com ",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64470,45-54,Migraine Headache,7/18/2009,naproxen,5173,4,4,"When I feel a Migrain coming on, I take two 550mg tables and after 30 to 45 minutes its gone. My migrains are debilitating and have knocked me out for as long as 3 weeks",4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64474,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",7/16/2009,naproxen,5173,2,2,i just started this drug less than 2 weeks...what is the average safe daily dose,2,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64478, ,Pain,7/16/2009,naproxen,5173,2,2, ,2, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
64482,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",7/14/2009,naproxen,5173,1,1,stomach ache felt like i was going to bring  up,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
